dialog_ids,conversation,label
830,"Okay sir, um-mm, let see if I got this right. Okay, great. You freak.",3
832,"Oh-ho, yeah. Yeah, the hand guy.",2
833,Pick one.,1
834,"Rachel, were sorry for pushing those guys on you.",3
835,No! He blew us off!,3
836,"Look, I  Look, Im having a great time with you and I just dont want us to move to fast or put to much pressure on us.",2
837,How do you feel?,1
839,Alright. Let's talk reality for a second.,1
841,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie. What? Whoa, whoa whoa whoa, what do you mean, Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp. I got it.",3
842,"Knock, knock, knock, knock, hi.",1
843,so we finally get to the top of the mountain and airhead here  forgets the camera!,2
845,I found the picture!,2
846,You dont know how that happened?! Your dog thought my diaphragm was a chew toy!,2
847,Okay.  Ow!!!!! Ow-oh-oh!,2
848,No!,2
849,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",2
851,"Hey, uh, Im really, really sorry about what happened in the cafeteria today.",2
852,Whatever. I eat by myself in the alley because everybody hates me.,3
853,"Hey, I wasn't the only one who looked like an idiot. All right?",1
854,"Hi, guys.",1
855,They-they-they can smell fear.,1
856,"I didnt know you and Carol were getting divorced, Im sorry. Oh well, give it time.",2
857,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs How many times have I told you guys, you",2
858,"So uh, whats your name?",1
859,Ugh.  Ross!,1
860,"Yeah, sure.  All right, whose court is the ball in now? I thought there wasn't a ball?",2
862,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",2
863,"Hi, um, I'm account number 7143457.",2
865,"Okay, thats a fire. Oh yeah. Oh yeah. Excuse me, Im sorry, Im gonna have to call you back, Ive got a Schemp in my office. What are you doing?",2
866,"Oh yeah? When? I'll tell you what. Why won't I be married when I'm 40? Ok, hypothetically, why won't I be married when I'm 40?",3
867,"What happened to Santa, Holiday Armadillo? Yes! Yes! Please, just give it to me!",2
868,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT! Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",2
869,"Well, I dont have to buy that, ""Im with stupid"" T-shirt anymore. All right, look, youre not really gonna buy that are you? Dont you think youve embarrassed me enough for one day?",3
870,"So! I'm just an empty vase, huh? Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",3
871,"Okay, Im gonna break into this mini-van and put it in neutral.",1
872,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",1
873,"Yeah, that's the same as ""it has something to do with wind"".",2
874,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there. And she was like ""Oh, don't worry! I asked him.",3
875,Hello Skidmark.,1
876,"Ross! Excuse me, pardon me, excuse me....",2
877,"What did, what did he say?",2
878,"Okay, stop it Phoebe, youre getting me all tingly. Okay-okay, I got it. I got it.",3
879,Thank you so much for coming back over.,1
880,All right wheres that turkey!,2
881,No.,3
882,"Anyway, it just doesnt seem worth it to make a whole turkey for just three people. Okay? Its a lot of work. But you gotta have turkey on Thanksgiving!",1
883,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube.",2
884,"Y'know what? I cannot do this with my left hand! Would you please, help me with this too?",2
885,"Does he, uh, fight with other animals?",1
886,My specimen is in the    room and I just want to thank whoever knocked on the door while I was in there.,1
887,"Phoebe, where's your purse? No, no! Give it to me!",3
888,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial. Ethan, focus. How could you not tell me? Well, you never told me how old you were.",2
889,"Thats right, still no baby!  Come on people! Please make some room! You. Like you havent done enough. Look, I-I know how miserable you are, I wish there was something I can do.",3
890,"All right, I know! I know. Yeah, itll be okay.",2
891,"Yeah, Joey already told me, and I am so-so fine.",1
892,"Well, it was quite large. I-I-I-I-I had to throw most of it away.",3
893,"She cancelled! My namesake cancelled on me! Yeah, she clamed she had to go out of town suddenly.",3
894,"Oh my God, so do I!",2
895,"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice.",1
896,Oh my God! That guy at the counter is totally checking you out!,2
897,"Hey. Okay, are you aware unagi  is an eel?",2
898,Oh. Oh I just cannot believe Clark stood me up!,3
901,"Uh, tiny!",2
902,"Ohwaityou two think of me as family?! Oh, I have to ask you something now and be honest; do you want me to sing",2
903,"Well, I brought the next best thing.",2
904,"Ohh, and the nicest girlfriend!",2
905,"How could you pick up a hitchhiker?! He could be a rape, a rapist or a killer or something!",1
906,"Pheebs, can you help me pick out an engagement ring for Monica? I cant figure this out!",2
907,"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring! The ring is gone! Ugh.",3
908,"What difference does that make?! Well, I'm justif the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference! Dude, what am I gonna",3
909,"Hey, come on now!",1
910,Ill take those to go.  For the kids.,1
911,"That's, that's great!",1
912,Yes! And he said really mean things that were only partly true. Im gonna go down there and teach that guy a lesson.,3
913,"Pheebs, I dont think anyone's mad about that.",1
914,"Pheebs! Listen, you know how uh, when youre wearing pants and you lean forward I check out your underwear?",2
916,"Yeah well next thing you know, hell be telling you that your high heels are good for his posture!",2
917,I dont know.  A cowboy theme?,2
918,"Hey uh, is it okay to come in? Yeah uh look Rach, there’s something I gotta tell ya.",1
919,Can you see my nipples through this shirt?,3
920,"Oh, uh, listen, about tonight...",1
921,What? No-no its her birthday! Youve sung Happy Birthday to 20 different women today! But it really,3
922,I-Im sorry?,2
923,"No look, I-Im sure that people know you exist!",2
924,I work in a cubicle surrounded by people.,1
925,What am I going to do?,2
926,"hey, what are you doing?",1
927,it's me,1
928,that starts falling apart after 10 years power is the old stone building that stands for centuries and why am i looking at it?,1
929,good open your mouth,3
930,"i'll look at the numbers no, i mean, what does it really look like? as mayor, i stick with a peach",2
931,yes. i know. it has no reason. i was just thinking about you you're right. it is a lie. i do have a reason,2
932,terry womack? i've had three members of the black caucus tell me,2
933,that's a charming use of party funds it's cool,2
934,"peter russo he's a drunk. he is at the moment a very functional one. imagine if he was sober even so, you run him for governor,",2
935,"well, drink it fast. we leave in five get down! stay away from the windows! stop!",2
936,but the campaign starts today are you ready? i've already put together a platform,2
937,vice president matthews mr. vice president,1
938,then get someone else to write it,2
939,where's claire?,2
940,i do know you were always the guy who was going to get a building named after him,1
941,are gonna get national coverage,1
942,"anyway, i need you to talk to her",1
943,no. for myself. to get my shipment out of sudan he provided assistance,1
944,we have is he leaning one way or another? he's torn,2
945,"congressmen get strong-armed all the time my gut says it was frank underwood he had nothing to do with russo before the shipyard closing,",2
946,another thing i already knew anything you don't already know,2
947,claire is sleeping upstairs,1
948,three that can make it more difficult but please make sure you think long and hard before you decide,2
949,what do you want me to do about zoe?,2
950,that's another risk the alternative is you wait 10 years,1
951,exactly the same just louder secretary durant cathy raymond,1
952,it's a tough sell you won on education. we confirmed you as vice president,2
953,"when i want a job, i do my homework i look forward to seeing what you come up with thank you, mrs. underwood",2
954,it'll be quick and painless and i'll confirm that with ashleigh when she gets here i like it,2
955,tell durant that china won't discuss the bridge,2
956,must be bad over that grill,2
957,you're the vice president of the united states that puts me between two extremely powerful people,1
958,"<i>hey, how come you're coming to me with this instead of connor?</i>",2
959,"darnell, just ignore them you think i'm fucking around here? darnell, ignore it",2
960,"then pull her back i have no control over the press, raymond <i>you'll destroy yourself, frank. not me.</i> thank you for that unsolicited advice",2
961,i do. i didn't want him overhearing anything,1
962,i'll say whatever you want me to say i'll take responsibility for all of it she could indict you,3
963,"yes, sir what megan said was offensive",2
964,i want you to go with her,1
965,"excellent. good. one more. great job just his voice. he said, ""get out of the car.""",2
966,"that we're gonna be creating these jobs from? i'm sorry, sir. but i have to interrupt",2
967,"claire: well, is there another number where i can reach him? (laughing) yes. i know, i don't like being called ma'am, either",2
968,"well, bring her along. it's crawling with artists out there she might find something she likes",3
969,the russians love to do that. good night,1
970,there's nothing there,1
971,i see. so now they bring in the big guns hmm. just one gun. but big enough,2
972,"it did, i feel great",2
973,why?,1
974,if the book becomes unnecessary i'm not doing this for the pay cheque,2
975,but you want to,1
976,"talk to seth, let's start drafting our message",3
977,i speak for myself,3
978,"i don't support him those are my husband's. i support heather dunbar when we vetted the house, the husband was here",2
979,i can't hurt you no one's ever gonna find me or know who i am,2
980,welcome to dallas,2
981,"that's right, i don't. but we'd reached an understanding you think i'm giving up?",2
982,"i just learned today that limestone college, founded in 1845,",3
983,"so, he's hoping you'll convince me to let it go but you and i talked about making a real mark",2
984,"and let's remember lawrence and betty meechum, whose son edward gave his life because of mr. goodwin's illness",1
985,martha is my former boss and an old friend,2
986,"i was hoping the first time we met would be in person we've met before. - yes, that's right",1
987,"no money. you need to go. you and your money, go ma'am i'm officer tom",2
988,"that's what i thought, which is why i was surprised when adam gould told me that he had sources saying you deserved all the credit",1
989,you put this here on purpose,1
990,you were a consort to rasputin and his 14-inch,1
991,"i could, but he has some plausible deniability if he's covering up travel, who knows what else he's covering up? that's the story i want,",1
992,i don't want nothing to do with him no more,2
993,didn't use social networking anywhere near the degree that ico has i don't envy frank right now,2
994,how did you know? - i can hear it,1
995,i want to talk with her and the mother can help us with that but that also means we have to locate masterson,3
996,"i mean, yeah, it's a little embarrassing that my friend of 30-whatever years didn't have time to pick up the phone",3
997,garrett is a good man,3
998,"but what if there was another way? i don't think anybody, if they're honest with themselves,",1
999,i used to go to this cabin... up in maine allow balloting to continue until i am satisfied that it is safe,1
1000,"the capital to build on the congressional revolution that you've started, your name before the rest just three from your ever-growing bloc",3
1001,that's my platform well... i've heard enough,2
1002,i thought you saw what i saw,1
1003,"if we give him what he wants you've made a thousand deals. - yeah, well, this one is different do you hear yourself? - yeah, loud and clear i'm a little confused that you don't seem to hear me at all",2
1004,what would one have to do not to be forgotten? young benjamin here knows what's coming who cares if he's never heard of johnny carson?,3
1005,"the way you say that sounds so... rote i just want to know how you're doing, that's all",2
1006,"yes, we worked together oh, no, i'm good. thanks",3
1007,any more worthy of the power and position that they had found themselves in?,2
1008,"and half of the democrats as well forget about censure, the house hasn't even voted yet you're not the only one working the senate",2
1009,where is my gun? here you go,2
1010,your husband and i had an agreement. - francis is dead,2
1011,"tell me, mark. what kind of people dig up a man's grave",3
1012,we come up with feed for the trough,2
1013,"when she left her house. where she died wait, what are you telling me? - i'm not saying it isn't true",2
1014,i don't have it! what was in it?,1
1015,"so what melody cruz just said on the air, that was your son, i'm guessing",1
1016,"and one day, in the not too distant future, we'll make it official",1
1017,"look, we don't have to go ahead with this. okay? and whatever you need to figure out, you should",1
1018,i can't!,1
1019,"the killing, the lying about it, but doesn't say a word",2
1020,president's gone too far this time,1
1021,"the russians killed tom and mark usher covered it up now, i'm doing my best to hold him accountable,",1
1022,"when the police asked if i thought she was suicidal, i said, ""maybe."" i didn't know her, really",2
1023,"presence in the region is more about the spoils than the peace the problem is petrov,",2
1024,madam president! madam president madam president might be best if we head back,1
1025,waterfalls what can they get us into? we can backdoor into some very popular social media,2
1026,they'll find him soon enough that's always looking over their shoulder,2
1027,"oh, i told you. i couldn't close it, so",1
1028,"and makes a real mess. -ok i'm, i'm sorry i'm sorry",2
1029,"yeah. because corporate, uh, wants somebody to be here on saturday, and so we're gonna",2
1030,(laughs) sitting out there don't try to sell me one,1
1031,this says bushiest beaver. what? i told them busiest... idiots. it's fine,2
1032,so you don't have the biggest package don't feel bad. i don't feel bad i think he feels bad,2
1033,no one else should even try,2
1034,"no! my all time favorite! pam, play by the rules. play by the rules",2
1035,"no, i wanna stay here why are you making this so hard? i think there's a misunderstanding, michael can i go? no, of course, you can't go",2
1036,"oh, i want that footage. i want it i need it",2
1037,without me defending her honor is that all?,1
1038,kah-ah! yes! why are you going to give me this raise? why?,1
1039,it was a tough year,2
1040,"and i would have landed it,",2
1041,"wha... how old are you? no, it... look, the point is i am the only one here who has a legitimate disability although i'm sure stanley has had his fair share of obstacles i'm not disabled, and neither are you",2
1042,"you know what, kevin? jim is a friend of mine",2
1043,"uh, well, honestly, ed, i really don't want to be up there right now so what's the problem with my pension?",2
1044,"after all we've been through michael, michael... we have history we have a history. michael",2
1045,probably won't,1
1046,"okay, you know what? this isn't working because, um, i'm not nervous in front of them",2
1047,better keep the frat boys away from her,2
1048,and it wasn't even his birthday,1
1049,"drugs ruin lives, people drugs destroy careers but just imagine how funny they would be",1
1050,i have a girlfriend,1
1051,so don't be stupid. just take it back,2
1052,"i didn't plan on sharing that part of my life with you today, so... whatever",2
1053,"no, we used to",2
1054,that we lost ed truck,2
1055,screw gun! the sales call!,2
1056,it's hot in there how's the naan? dry,2
1057,i would so rather be in prison,2
1058,"but they say that when you find true love, i feel like i've been kind of cold to karen",2
1059,things were at an all-time sad here,1
1060,"that's... i hate her why? god, why would you even ask me to",3
1061,"what are you talking about? i think you know you always say that, and i almost never know what are you up to, girl?",3
1062,"would i push him away? how hard? like, what if he's, like, really aggressive? if you resisted brad pitt a little bit, he would still need to get to you? this is not real brad pitt, this is, like, in my... this is my fantasy",3
1063,fraud was committed in... whoa!,2
1064,because you're mental if you don't have a good time,2
1065,ever since he started dating my mom,2
1066,"michael, i don't like this game. it's scary it's not scary i don't like my character",2
1067,"company's probably going under, though. it could go either way",1
1068,"isn't that what you said? no, dwight, i meant,",2
1069,"no. okay but what? are we gonna just take it away? that is my daughter, she goes to catholic girls' school",2
1070,"well, i am a little concerned about all these changes, to be quite frank i think we have done things a certain way here at dunder mifflin pardon. pardon me, mr. scott,",2
1071,"okay, that's your idea? exactly like in the movie? that is the most idiotic thing i have ever heard in my life",3
1072,4:35. all right. almost made it. almost made it,1
1073,"no no, i'm captain jack sparrow her milk is coming in. she's getting uncomfortable",1
1074,"nope, i'm good. thanks young man, can you wipe down that seat?",3
1075,former michael scott? yes?,1
1076,"there is nothing wrong, nor will there ever be wrong, with any sabre printers case closed michael scott, as seen on tv",2
1077,"julia roberts goes in the store, and she's like, ""i was in here yesterday, and you people wouldn't help me."" and the shopgirl goes, ""oh."" ""you girls work on commission, right?""",2
1078,"and the district attorneys, who procsecuted the offendents i am just a cleaning lady",1
1079,we call it overkill why am i telling you my strategy?,2
1080,"ah, i was looking forward to throwing some darts with you guys",1
1081,they're big,1
1082,"how's everybody doing? - whoo! good! now, a lot of you have already staked out",2
1083,you've got something on your nose,2
1084,i was wondering if you could replace him as my charming warm-up guy,1
1085,there's no way he ditched me he's my... okay,2
1086,"jim and i have never and will never have sex in the office no, because the office isn't what i'd consider a romantic place",1
1087,"i didn't order anything and i don't have anything for you we have been thinking about where packer should sit,",2
1088,"oh,okay um,did you connect with michael? you want to watch it?",2
1089,did i want to be made manager? sure,3
1090,"you know, just tell him you don't love him just be honest with him hi. - appalling",1
1091,i'd lie for you,2
1092,"cause i know you like putting q-tips dwight, i would like tomorrow off",2
1093,it'll be fine just leave it in for 20 minutes,2
1094,"okay does anyone have experience shelving, storing keeping track",3
1095,you don't live as long as i have,1
1096,what would be the hottest thing ever is a pregnant helen mirren,1
1097,we get you over to hr and then get you set up with accounting,2
1098,we can get some chicken fights going in the pool thank you. yes yes!,1
1099,but i hate her i'll have a bottle of the antacid also i want to get a souvenir for my son,1
1100,you're not the least bit curious,1
1101,"no, no, no, no no, no, no, no no",2
1102,in 1982 on the farm there's me and my brother jeb breaking the ceremonial pig rib,2
1103,"okay, where to begin? hey pam pam and her pampams",2
1104,i know,3
1105,"""but the coffee in peru is much hotter."" last week, i finally became permanent manager of dunder mifflin, scranton! my first project, increase security",3
1106,so why in the world does it feel so hard to leave right now? iapphed for a job at this company because they were hiring,3
1107,and it doesn't work great with faxes that we can't justify a scranton branch,2
1108,yeah,1
1109,"gotta keep yourself dehydrated that's rule number one. okay guys, i believe that i have figured out what is up your butts",2
1110,"why holly and i should be together, and i'm going to find the perfect moment today and i'm going to tell her",2
1111,disruptive. yes no. i don't think they are. i think the meetings are very important okay. maybe we should talk specifics yesterday we had a meeting about planets,3
1112,that's exactly what wallace told us that is not the way i heard it,2
1113,just... yeah. i don't understand how they can even consider giving money,1
1114,"absolutely. because not everyone knows and some people might be offended decent people everywhere will get offended well, we're thinking of my grandmother, who we haven't told",2
1115,"okay. all right, we need some tunes, i think",1
1116,"good, it's good. no, it's not a good idea there's no such thing as a good hairpiece you have that thick, beautiful chicano hair",2
1117,"i spent the night with the bride,",3
1118,"no, you're crazy look, she's a dental hygienist from carbondale, and she makes love like one. she's a bumpkin. pass she's... okay, do you know how hard it is to be a hygienist?",3
1119,"push free play till tomorrow morning hi. sorry, crazy day. you're seeing how the sausage gets made as a manager of business, you've got a lot of pride",3
1120,"okay, too many different words coming at me from too many different sentences lock your door",2
1121,"i was thinking exactly the same thing you give them a taste of cat food, pretty soon they'll be back for the whole cat",2
1122,"just to be clear, he backed down",3
1123,"hey, michael, did you fall into a koi pond?",1
1124,toy story. don't you mean koi story?,1
1125,"okay, i brought cheese, too okay",2
